status_id,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
1055,1080,28,0,1080,0,0,0,0,0
1058,954,6,1,954,0,0,0,0,0
1061,1143,154,64,1143,0,0,0,0,0
1063,1774,2,0,1774,0,0,0,0,0
1065,1451,14,4,1451,0,0,0,0,0
1066,1784,3,0,1784,0,0,0,0,0
1068,2632,11,0,2632,0,0,0,0,0
1069,2166,8,0,2166,0,0,0,0,0
1071,1724,129,105,1724,0,0,0,0,0
1072,2773,8,1,2773,0,0,0,0,0
1075,1921,8,0,1921,0,0,0,0,0
1077,1029,11,1,1029,0,0,0,0,0
1084,1069,20,3,1069,0,0,0,0,0
1086,1825,13,0,1825,0,0,0,0,0
1087,1880,1,0,1880,0,0,0,0,0
1088,1265,10,0,1265,0,0,0,0,0
1090,1700,290,87,1700,0,0,0,0,0
1091,976,2,0,976,0,0,0,0,0
1092,1077,21,3,1077,0,0,0,0,0
1094,1188,14,1,1188,0,0,0,0,0
1096,1898,28,3,1898,0,0,0,0,0
1099,1566,31,2,1566,0,0,0,0,0
1103,1966,23,2,1966,0,0,0,0,0
1105,2055,29,2,2055,0,0,0,0,0
1106,1830,15,0,1830,0,0,0,0,0
1108,1128,10,8,1128,0,0,0,0,0
1109,1842,286,106,1842,0,0,0,0,0
1110,2606,13,1,2606,0,0,0,0,0
1111,2153,44,10,2153,0,0,0,0,0
1112,2042,225,76,2042,0,0,0,0,0
1113,1125,363,122,1125,0,0,0,0,0
1114,2098,32,1,2098,0,0,0,0,0
1115,1956,17,1,1956,0,0,0,0,0
1116,2444,24,1,2444,0,0,0,0,0
1117,1803,10,0,1803,0,0,0,0,0
1119,1231,27,1,1231,0,0,0,0,0
1120,2045,25,5,2045,0,0,0,0,0
1122,1995,21,8,1995,0,0,0,0,0
1123,2183,56,14,2183,0,0,0,0,0
1124,1140,297,92,1140,0,0,0,0,0
1125,1805,15,0,1805,0,0,0,0,0
1126,1962,354,119,1962,0,0,0,0,0
1128,2636,16,0,2636,0,0,0,0,0
1129,2264,284,78,2264,0,0,0,0,0
1130,2606,2,0,2606,0,0,0,0,0
1131,1618,13,0,1618,0,0,0,0,0
1132,2947,14,0,2947,0,0,0,0,0
1133,2062,206,64,2062,0,0,0,0,0
1135,2265,8,0,2265,0,0,0,0,0
1137,2791,10,0,2791,0,0,0,0,0
1139,2620,4,41,2620,0,0,0,0,0
1142,2204,8,0,2204,0,0,0,0,0
1143,2211,361,93,2211,0,0,0,0,0
1144,2399,11,0,2399,0,0,0,0,0
1145,2260,390,122,2260,0,0,0,0,0
1147,2348,12,0,2348,0,0,0,0,0
1148,2489,32,0,2489,0,0,0,0,0
1149,2293,7,0,2293,0,0,0,0,0
1150,2221,10,0,2221,0,0,0,0,0
1151,2314,509,35,2314,0,0,0,0,0
1152,1279,11,0,1279,0,0,0,0,0
1153,2404,11,0,2404,0,0,0,0,0
1155,1191,22,2,1191,0,0,0,0,0
1156,1392,10,0,1392,0,0,0,0,0
1159,7,0,2,7,0,0,0,0,0
1160,12,1,0,12,0,0,0,0,0
1161,3,0,2,3,0,0,0,0,0
1169,2414,22,0,2414,0,0,0,0,0
1172,2341,18,0,2341,0,0,0,0,0
1177,2071,12,0,2071,0,0,0,0,0
1178,2080,32,2,2080,0,0,0,0,0
1179,2382,17,0,2382,0,0,0,0,0
1182,2242,7,6,2242,0,0,0,0,0
1183,2028,16,0,2028,0,0,0,0,0
1185,6,0,1,6,0,0,0,0,0
1187,2132,36,4,2132,0,0,0,0,0
1188,2074,22,1,2074,0,0,0,0,0
1189,2276,30,1,2276,0,0,0,0,0
1193,2174,18,1,2174,0,0,0,0,0
1197,2095,213,68,2095,0,0,0,0,0
1198,2030,28,0,2030,0,0,0,0,0
1199,2634,449,119,2634,0,0,0,0,0
1201,2118,6,0,2118,0,0,0,0,0
1202,2112,28,2,2112,0,0,0,0,0
1203,2675,13,0,2675,0,0,0,0,0
1204,2126,11,0,2126,0,0,0,0,0
1207,2462,12,0,2462,0,0,0,0,0
1210,380,24,3,380,0,0,0,0,0
1212,2253,8,0,2253,0,0,0,0,0
1213,2346,7,1,2346,0,0,0,0,0
1216,2402,4,0,2402,0,0,0,0,0
1217,2239,42,2,2239,0,0,0,0,0
1220,2492,10,0,2492,0,0,0,0,0
1222,2826,21,0,2826,0,0,0,0,0
1223,2032,3,0,2032,0,0,0,0,0
1224,2154,6,2,2154,0,0,0,0,0
1225,1997,3,1,1997,0,0,0,0,0
1226,2320,7,0,2320,0,0,0,0,0
1227,2190,10,0,2190,0,0,0,0,0
1228,2545,14,3,2545,0,0,0,0,0
1229,2452,8,0,2452,0,0,0,0,0
1230,4710,50,1,4710,0,0,0,0,0
1231,2549,8,0,2549,0,0,0,0,0
1232,3190,19,1,3190,0,0,0,0,0
1233,3510,12,0,3510,0,0,0,0,0
1234,2255,10,2,2255,0,0,0,0,0
1235,2309,5,1,2309,0,0,0,0,0
1236,2051,7,2,2051,0,0,0,0,0
1237,2350,11,0,2350,0,0,0,0,0
1240,2349,53,4,2349,0,0,0,0,0
1241,2157,19,0,2157,0,0,0,0,0
1242,2151,4,1,2151,0,0,0,0,0
1243,2615,23,0,2615,0,0,0,0,0
1245,3115,24,0,3115,0,0,0,0,0
1246,1302,16,0,1302,0,0,0,0,0
1247,1815,12,0,1815,0,0,0,0,0
1248,1379,20,0,1379,0,0,0,0,0
1250,1509,26,2,1509,0,0,0,0,0
1251,956,6,0,956,0,0,0,0,0
1252,1220,10,0,1220,0,0,0,0,0
1253,1601,38,2,1601,0,0,0,0,0
1257,1159,32,4,1159,0,0,0,0,0
1259,1182,29,5,1182,0,0,0,0,0
1260,1428,11,1,1428,0,0,0,0,0
1261,1473,12,1,1473,0,0,0,0,0
1262,1180,5,0,1180,0,0,0,0,0
1263,1864,9,0,1864,0,0,0,0,0
1265,1630,15,1,1630,0,0,0,0,0
1266,545,13,0,545,0,0,0,0,0
1267,1193,38,5,1193,0,0,0,0,0
1268,1477,11,1,1477,0,0,0,0,0
1269,1272,7,1,1272,0,0,0,0,0
1270,1238,21,0,1238,0,0,0,0,0
1271,1500,13,1,1500,0,0,0,0,0
1273,1126,66,6,1126,0,0,0,0,0
1274,1246,41,3,1246,0,0,0,0,0
1275,1540,25,2,1540,0,0,0,0,0
1276,1282,35,4,1282,0,0,0,0,0
1277,1253,42,6,1253,0,0,0,0,0
1278,1484,44,3,1484,0,0,0,0,0
1279,1445,40,3,1445,0,0,0,0,0
1281,1610,55,8,1610,0,0,0,0,0
1284,1884,17,2,1884,0,0,0,0,0
1289,2674,24,1,2674,0,0,0,0,0
1290,2054,21,3,2054,0,0,0,0,0
1291,1469,51,4,1469,0,0,0,0,0
1292,1668,10,1,1668,0,0,0,0,0
1293,2000,9,1,2000,0,0,0,0,0
1294,1497,11,0,1497,0,0,0,0,0
1296,1268,6,0,1268,0,0,0,0,0
1297,1428,8,0,1428,0,0,0,0,0
1298,1492,5,0,1492,0,0,0,0,0
1301,1833,30,0,1833,0,0,0,0,0
1303,1562,46,9,1562,0,0,0,0,0
1306,1253,13,4,1253,0,0,0,0,0
1307,1300,18,1,1300,0,0,0,0,0
1308,1451,8,0,1451,0,0,0,0,0
1311,366,28,5,366,0,0,0,0,0
1312,1424,6,0,1424,0,0,0,0,0
1315,16,0,0,16,0,0,0,0,0
1316,40,0,0,40,0,0,0,0,0
1318,413,29,3,413,0,0,0,0,0
1322,0,0,0,0,0,0,0,0,0
1324,9,0,1,9,0,0,0,0,0
1325,7,0,0,7,0,0,0,0,0
1326,10,0,0,10,0,0,0,0,0
1327,15,0,0,15,0,0,0,0,0
1328,16,0,3,16,0,0,0,0,0
1344,358,1,0,358,0,0,0,0,0
1360,376,3,20,376,0,0,0,0,0
1369,272,3,0,272,0,0,0,0,0
1386,156,0,0,156,0,0,0,0,0
1388,14,1,0,14,0,0,0,0,0
1396,188,8,0,188,0,0,0,0,0
1409,537,16,1,537,0,0,0,0,0
1467,164,5,0,164,0,0,0,0,0
1481,41,2,0,41,0,0,0,0,0
1483,17,2,0,17,0,0,0,0,0
1484,6,0,0,6,0,0,0,0,0
1485,344,10,0,344,0,0,0,0,0
1489,211,2,0,211,0,0,0,0,0
1505,219,8,0,219,0,0,0,0,0
1530,6,0,0,6,0,0,0,0,0
1540,45,1,0,45,0,0,0,0,0
1551,87,3,0,87,0,0,0,0,0
1552,46,4,0,46,0,0,0,0,0
1553,63,0,0,63,0,0,0,0,0
1558,42,0,0,42,0,0,0,0,0
1559,53,1,0,53,0,0,0,0,0
1560,100,1,1,100,0,0,0,0,0
1561,41,1,0,41,0,0,0,0,0
1562,34,0,0,34,0,0,0,0,0
1565,75,0,0,75,0,0,0,0,0
1566,101,1,0,101,0,0,0,0,0
1567,51,0,0,51,0,0,0,0,0
1568,77,3,0,77,0,0,0,0,0
1570,9,0,0,9,0,0,0,0,0
1571,134,3,0,134,0,0,0,0,0
1572,72,0,0,72,0,0,0,0,0
1576,94,3,0,94,0,0,0,0,0
1578,216,8,0,216,0,0,0,0,0
1582,80,1,0,80,0,0,0,0,0
1583,91,6,0,91,0,0,0,0,0
1584,184,11,0,184,0,0,0,0,0
1586,184,0,0,184,0,0,0,0,0
1587,190,2,0,190,0,0,0,0,0
1590,102,4,0,102,0,0,0,0,0
1591,152,2,0,152,0,0,0,0,0
1592,263,14,0,263,0,0,0,0,0
1595,114,3,0,114,0,0,0,0,0
1596,187,9,0,187,0,0,0,0,0
1597,58,7,0,58,0,0,0,0,0
1598,46,3,0,46,0,0,0,0,0
1599,183,4,0,183,0,0,0,0,0
1600,99,11,0,99,0,0,0,0,0
1601,51,0,0,51,0,0,0,0,0
1602,92,6,0,92,0,0,0,0,0
1603,103,6,0,103,0,0,0,0,0
1604,326,9,0,326,0,0,0,0,0
1605,113,2,0,113,0,0,0,0,0
1606,61,0,0,61,0,0,0,0,0
1607,76,3,0,76,0,0,0,0,0
1608,66,1,0,66,0,0,0,0,0
1612,29,0,0,29,0,0,0,0,0
1613,71,2,1,71,0,0,0,0,0
1616,68,7,0,68,0,0,0,0,0
1618,105,4,0,105,0,0,0,0,0
1619,179,11,0,179,0,0,0,0,0
1622,277,52,2,277,0,0,0,0,0
1625,339,30,0,339,0,0,0,0,0
1627,23,0,0,23,0,0,0,0,0
1630,59,0,0,59,0,0,0,0,0
1633,62,6,0,62,0,0,0,0,0
1654,115,9,0,115,0,0,0,0,0
1655,128,3,0,128,0,0,0,0,0
1656,128,3,0,128,0,0,0,0,0
1657,55,4,4,55,0,0,0,0,0
1658,109,1,0,109,0,0,0,0,0
1659,58,0,0,58,0,0,0,0,0
1660,83,0,0,83,0,0,0,0,0
1661,164,6,0,164,0,0,0,0,0
1673,3,3,0,3,0,0,0,0,0
1674,75,3,0,75,0,0,0,0,0
1677,45,1,0,45,0,0,0,0,0
1678,93,8,0,93,0,0,0,0,0
1680,82,5,0,82,0,0,0,0,0
1684,32,1,0,32,0,0,0,0,0
1685,140,18,0,140,0,0,0,0,0
1686,113,5,0,113,0,0,0,0,0
1690,27,5,0,27,0,0,0,0,0
1691,101,9,0,101,0,0,0,0,0
1694,70,3,0,70,0,0,0,0,0
1696,22,1,0,22,0,0,0,0,0
1698,73,4,7,73,0,0,0,0,0
1699,211,2,0,211,0,0,0,0,0
1703,51,1,0,51,0,0,0,0,0
1709,47,1,0,47,0,0,0,0,0
1711,84,4,0,84,0,0,0,0,0
1712,18,0,0,18,0,0,0,0,0
1713,59,5,0,59,0,0,0,0,0
1714,44,0,0,44,0,0,0,0,0
1715,28,0,0,28,0,0,0,0,0
1716,30,1,0,30,0,0,0,0,0
1717,39,2,0,39,0,0,0,0,0
1718,17,0,1,17,0,0,0,0,0
1719,74,15,1,74,0,0,0,0,0
1720,68,6,0,68,0,0,0,0,0
1721,65,2,10,65,0,0,0,0,0
1722,52,2,0,52,0,0,0,0,0
1723,78,8,0,78,0,0,0,0,0
1724,28,3,0,28,0,0,0,0,0
1725,63,5,0,63,0,0,0,0,0
1726,19,24,0,19,0,0,0,0,0
1727,21,22,0,21,0,0,0,0,0
1728,77,12,0,77,0,0,0,0,0
1730,537,16,1,537,0,0,0,0,0
1731,57,5,1,57,0,0,0,0,0
1733,13,1,0,13,0,0,0,0,0
1734,10,0,0,10,0,0,0,0,0
1736,49,0,0,49,0,0,0,0,0
1737,1,0,0,1,0,0,0,0,0
1738,29,1,0,29,0,0,0,0,0
1739,24,2,2,24,0,0,0,0,0
1740,156,17,0,156,0,0,0,0,0
1741,56,1,0,56,0,0,0,0,0
1742,34,1,0,34,0,0,0,0,0
1743,16,1,0,16,0,0,0,0,0
1744,25,1,0,25,0,0,0,0,0
1745,38,4,1,38,0,0,0,0,0
1746,45,5,0,45,0,0,0,0,0
1747,74,2,0,74,0,0,0,0,0
1748,8,0,0,8,0,0,0,0,0
1749,2,0,0,2,0,0,0,0,0
1750,131,8,0,131,0,0,0,0,0
1751,32,3,0,32,0,0,0,0,0
1752,14,1,1,14,0,0,0,0,0
1753,90,10,4,90,0,0,0,0,0
1754,122,2,0,122,0,0,0,0,0
1755,5,0,0,5,0,0,0,0,0
1756,97,5,1,97,0,0,0,0,0
1757,31,1,0,31,0,0,0,0,0
1758,80,4,0,80,0,0,0,0,0
1759,51,1,1,51,0,0,0,0,0
1760,38,0,0,38,0,0,0,0,0
1761,102,5,0,102,0,0,0,0,0
1762,92,10,1,92,0,0,0,0,0
1763,54,4,0,54,0,0,0,0,0
1764,44,4,0,44,0,0,0,0,0
1765,78,5,1,78,0,0,0,0,0
1766,66,10,1,66,0,0,0,0,0
1767,54,6,2,54,0,0,0,0,0
1768,25,0,0,25,0,0,0,0,0
1769,74,5,1,74,0,0,0,0,0
1770,79,7,1,79,0,0,0,0,0
1771,104,3,1,104,0,0,0,0,0
1772,38,7,0,38,0,0,0,0,0
1773,17,6,0,17,0,0,0,0,0
1774,75,8,0,75,0,0,0,0,0
1775,52,3,0,52,0,0,0,0,0
1776,38,0,5,38,0,0,0,0,0
1777,58,5,0,58,0,0,0,0,0
1778,12,1,2,12,0,0,0,0,0
1779,4,0,2,4,0,0,0,0,0
1780,28,4,0,28,0,0,0,0,0
1781,4,0,1,4,0,0,0,0,0
1782,51,0,0,51,0,0,0,0,0
1783,18,1,0,18,0,0,0,0,0
1784,45,0,0,45,0,0,0,0,0
1785,14,0,0,14,0,0,0,0,0
1786,54,1,0,54,0,0,0,0,0
1787,65,4,0,65,0,0,0,0,0
1788,73,0,0,73,0,0,0,0,0
1789,43,3,0,43,0,0,0,0,0
1790,28,4,1,28,0,0,0,0,0
1791,22,1,0,22,0,0,0,0,0
1792,39,3,0,39,0,0,0,0,0
1793,62,8,0,62,0,0,0,0,0
1794,20,2,0,20,0,0,0,0,0
1795,17,0,0,17,0,0,0,0,0
1796,49,7,0,49,0,0,0,0,0
1797,62,7,0,62,0,0,0,0,0
1798,43,2,0,43,0,0,0,0,0
1799,30,1,0,30,0,0,0,0,0
1800,28,0,0,28,0,0,0,0,0
1801,49,2,2,49,0,0,0,0,0
1802,67,6,0,67,0,0,0,0,0
1803,20,1,0,20,0,0,0,0,0
1804,81,5,0,81,0,0,0,0,0
1805,58,6,1,58,0,0,0,0,0
1806,13,5,0,13,0,0,0,0,0
1807,47,0,0,47,0,0,0,0,0
1808,7,0,2,7,0,0,0,0,0
1809,62,2,1,62,0,0,0,0,0
1810,84,6,0,84,0,0,0,0,0
1811,23,2,0,23,0,0,0,0,0
1812,19,4,0,19,0,0,0,0,0
1813,13,0,1,13,0,0,0,0,0
1814,8,1,1,8,0,0,0,0,0
1815,35,1,0,35,0,0,0,0,0
1816,37,0,0,37,0,0,0,0,0
1817,73,10,0,73,0,0,0,0,0
1818,114,9,0,114,0,0,0,0,0
1819,69,6,0,69,0,0,0,0,0
1820,43,0,0,43,0,0,0,0,0
1821,106,3,0,106,0,0,0,0,0
1822,69,2,0,69,0,0,0,0,0
1823,65,2,0,65,0,0,0,0,0
1824,52,0,0,52,0,0,0,0,0
1825,79,1,0,79,0,0,0,0,0
1826,49,1,0,49,0,0,0,0,0
1827,31,0,0,31,0,0,0,0,0
1828,7,0,2,7,0,0,0,0,0
1829,6,0,2,6,0,0,0,0,0
1830,7,0,0,7,0,0,0,0,0
1831,5,1,1,5,0,0,0,0,0
1832,18,1,0,18,0,0,0,0,0
1833,32,0,7,32,0,0,0,0,0
1834,33,1,0,33,0,0,0,0,0
1835,97,0,0,97,0,0,0,0,0
1836,102,16,0,102,0,0,0,0,0
1837,38,10,0,38,0,0,0,0,0
1838,16,2,0,16,0,0,0,0,0
1839,3,1,2,3,0,0,0,0,0
1840,27,0,5,27,0,0,0,0,0
1841,78,4,35,78,0,0,0,0,0
1842,29,0,0,29,0,0,0,0,0
1843,66,9,0,66,0,0,0,0,0
1844,78,16,0,78,0,0,0,0,0
1845,57,9,1,57,0,0,0,0,0
1846,19,4,0,19,0,0,0,0,0
1847,82,14,0,82,0,0,0,0,0
1848,5,4,1,5,0,0,0,0,0
1849,52,5,0,52,0,0,0,0,0
1850,45,14,0,45,0,0,0,0,0
1852,55,10,0,55,0,0,0,0,0
1853,40,1,0,40,0,0,0,0,0
1854,48,4,0,48,0,0,0,0,0
1855,53,7,0,53,0,0,0,0,0
1856,5,0,0,5,0,0,0,0,0
1857,0,0,0,0,0,0,0,0,0
1858,74,6,0,74,0,0,0,0,0
1859,7,1,2,7,0,0,0,0,0
1860,96,214,0,96,0,0,0,0,0
1861,43,2,0,43,0,0,0,0,0
1862,13,3,0,13,0,0,0,0,0
1863,28,3,0,28,0,0,0,0,0
1864,34,0,1,34,0,0,0,0,0
1865,83,1,0,83,0,0,0,0,0
1866,7,0,0,7,0,0,0,0,0
1867,34,0,0,34,0,0,0,0,0
1868,97,3,0,97,0,0,0,0,0
1869,24,4,0,24,0,0,0,0,0
1870,106,18,0,106,0,0,0,0,0
1871,131,4,0,131,0,0,0,0,0
1872,132,7,0,132,0,0,0,0,0
1873,79,5,0,79,0,0,0,0,0
1874,71,2,7,71,0,0,0,0,0
1875,55,8,5,55,0,0,0,0,0
1876,51,9,0,51,0,0,0,0,0
1877,46,3,1,46,0,0,0,0,0
1878,5,2,2,5,0,0,0,0,0
1879,52,5,0,52,0,0,0,0,0
1880,18,0,0,18,0,0,0,0,0
1881,207,13,0,207,0,0,0,0,0
1882,105,5,0,105,0,0,0,0,0
1883,30,0,0,30,0,0,0,0,0
1884,32,0,0,32,0,0,0,0,0
1885,44,10,0,44,0,0,0,0,0
1886,100,28,1,100,0,0,0,0,0
1887,58,4,0,58,0,0,0,0,0
1888,22,1,0,22,0,0,0,0,0
1889,26,0,0,26,0,0,0,0,0
1890,45,4,0,45,0,0,0,0,0
1891,21,0,0,21,0,0,0,0,0
1892,75,15,0,75,0,0,0,0,0
1893,21,0,1,21,0,0,0,0,0
1894,72,23,0,72,0,0,0,0,0
1895,50,1,0,50,0,0,0,0,0
1896,26,6,0,26,0,0,0,0,0
1897,46,9,0,46,0,0,0,0,0
1898,80,7,0,80,0,0,0,0,0
1899,41,11,0,41,0,0,0,0,0
1900,69,6,0,69,0,0,0,0,0
1901,3,2,2,3,0,0,0,0,0
1902,21,4,0,21,0,0,0,0,0
1903,64,1,0,64,0,0,0,0,0
1904,60,19,0,60,0,0,0,0,0
1905,25,3,0,25,0,0,0,0,0
1906,48,17,0,48,0,0,0,0,0
1907,45,4,0,45,0,0,0,0,0
1908,2,0,1,2,0,0,0,0,0
1909,7,0,1,7,0,0,0,0,0
1910,61,13,0,61,0,0,0,0,0
1911,16,9,0,16,0,0,0,0,0
1912,27,3,0,27,0,0,0,0,0
1913,42,16,11,42,0,0,0,0,0
1914,65,0,0,65,0,0,0,0,0
1915,44,4,0,44,0,0,0,0,0
1916,55,12,0,55,0,0,0,0,0
1917,59,7,0,59,0,0,0,0,0
1918,51,6,0,51,0,0,0,0,0
1919,41,1,0,41,0,0,0,0,0
1920,12,5,0,12,0,0,0,0,0
1921,57,7,0,57,0,0,0,0,0
1922,55,7,0,55,0,0,0,0,0
1923,76,4,0,76,0,0,0,0,0
1924,103,14,0,103,0,0,0,0,0
1925,46,2,0,46,0,0,0,0,0
1926,74,14,0,74,0,0,0,0,0
1927,25,0,0,25,0,0,0,0,0
1928,34,0,0,34,0,0,0,0,0
1929,50,1,0,50,0,0,0,0,0
1930,47,0,0,47,0,0,0,0,0
1931,64,2,0,64,0,0,0,0,0
1932,40,1,0,40,0,0,0,0,0
1933,58,1,0,58,0,0,0,0,0
1934,67,3,0,67,0,0,0,0,0
1935,50,3,0,50,0,0,0,0,0
1936,53,1,0,53,0,0,0,0,0
1937,67,8,0,67,0,0,0,0,0
1938,90,12,0,90,0,0,0,0,0
1939,60,2,0,60,0,0,0,0,0
1940,30,8,0,30,0,0,0,0,0
1941,52,10,0,52,0,0,0,0,0
1942,5,0,0,5,0,0,0,0,0
1943,56,14,0,56,0,0,0,0,0
1944,26,2,0,26,0,0,0,0,0
1945,71,11,0,71,0,0,0,0,0
1946,53,4,0,53,0,0,0,0,0
1947,35,2,0,35,0,0,0,0,0
1948,31,2,0,31,0,0,0,0,0
1949,45,0,0,45,0,0,0,0,0
1950,20,1,0,20,0,0,0,0,0
1951,3,2,2,3,0,0,0,0,0
1952,48,0,0,48,0,0,0,0,0
1953,18,0,0,18,0,0,0,0,0
1954,56,10,0,56,0,0,0,0,0
1955,64,2,1,64,0,0,0,0,0
1956,63,0,0,63,0,0,0,0,0
1957,40,9,2,40,0,0,0,0,0
1958,92,1,0,92,0,0,0,0,0
1959,53,0,0,53,0,0,0,0,0
1960,33,0,0,33,0,0,0,0,0
1961,84,6,0,84,0,0,0,0,0
1962,87,11,0,87,0,0,0,0,0
1963,26,0,0,26,0,0,0,0,0
1964,22,0,0,22,0,0,0,0,0
1965,78,0,5,78,0,0,0,0,0
1966,67,6,7,67,0,0,0,0,0
1967,26,1,0,26,0,0,0,0,0
1968,14,0,0,14,0,0,0,0,0
1969,18,0,0,18,0,0,0,0,0
1970,24,0,0,24,0,0,0,0,0
1971,27,0,0,27,0,0,0,0,0
1972,30,11,0,30,0,0,0,0,0
1973,34,4,0,34,0,0,0,0,0
1974,26,1,1,26,0,0,0,0,0
1975,38,4,0,38,0,0,0,0,0
1976,55,5,0,55,0,0,0,0,0
1977,80,9,0,80,0,0,0,0,0
1978,33,3,0,33,0,0,0,0,0
1979,44,10,0,44,0,0,0,0,0
1980,41,7,0,41,0,0,0,0,0
1981,30,3,0,30,0,0,0,0,0
1982,34,0,0,34,0,0,0,0,0
1983,30,0,0,30,0,0,0,0,0
1984,38,9,0,38,0,0,0,0,0
1985,24,4,1,24,0,0,0,0,0
1986,37,2,0,37,0,0,0,0,0
1987,18,3,0,18,0,0,0,0,0
1988,55,15,0,55,0,0,0,0,0
1989,54,3,0,54,0,0,0,0,0
1990,67,11,0,67,0,0,0,0,0
1991,94,18,0,94,0,0,0,0,0
1992,41,2,0,41,0,0,0,0,0
1993,36,2,0,36,0,0,0,0,0
1994,65,3,1,65,0,0,0,0,0
1995,90,6,0,90,0,0,0,0,0
1996,42,2,0,42,0,0,0,0,0
1997,48,4,0,48,0,0,0,0,0
1998,45,10,0,45,0,0,0,0,0
1999,47,2,0,47,0,0,0,0,0
2000,31,4,0,31,0,0,0,0,0
2001,105,23,0,105,0,0,0,0,0
2002,48,0,0,48,0,0,0,0,0
2003,37,5,0,37,0,0,0,0,0
2004,5,2,2,5,0,0,0,0,0
2005,11,0,0,11,0,0,0,0,0
2006,27,11,1,27,0,0,0,0,0
2007,2,0,0,2,0,0,0,0,0
2008,43,1,0,43,0,0,0,0,0
2009,46,4,0,46,0,0,0,0,0
2010,53,3,0,53,0,0,0,0,0
2011,10,1,0,10,0,0,0,0,0
2012,22,5,0,22,0,0,0,0,0
2013,12,3,1,12,0,0,0,0,0
2014,50,6,0,50,0,0,0,0,0
2015,47,13,0,47,0,0,0,0,0
2016,14,0,2,14,0,0,0,0,0
2017,1,0,0,1,0,0,0,0,0
2018,25,18,0,25,0,0,0,0,0
2019,16,0,0,16,0,0,0,0,0
2020,46,2,0,46,0,0,0,0,0
2021,76,1,0,76,0,0,0,0,0
2022,16,0,0,16,0,0,0,0,0
2023,40,1,0,40,0,0,0,0,0
2024,83,15,0,83,0,0,0,0,0
2025,89,28,1,89,0,0,0,0,0
2026,30,0,0,30,0,0,0,0,0
2027,12,0,0,12,0,0,0,0,0
2028,52,17,0,52,0,0,0,0,0
2029,58,19,0,58,0,0,0,0,0
2030,22,4,0,22,0,0,0,0,0
2031,6,0,0,6,0,0,0,0,0
2032,30,2,0,30,0,0,0,0,0
2033,58,5,0,58,0,0,0,0,0
2034,32,4,5,32,0,0,0,0,0
2035,48,5,0,48,0,0,0,0,0
2036,43,4,0,43,0,0,0,0,0
2037,30,0,0,30,0,0,0,0,0
2038,41,3,0,41,0,0,0,0,0
2039,42,10,0,42,0,0,0,0,0
2040,59,6,0,59,0,0,0,0,0
2041,17,0,0,17,0,0,0,0,0
2042,47,0,0,47,0,0,0,0,0
2043,14,5,2,14,0,0,0,0,0
2044,12,1,0,12,0,0,0,0,0
2046,25,3,1,25,0,0,0,0,0
2047,0,0,0,0,0,0,0,0,0
2048,4,1,0,4,0,0,0,0,0
2049,3,0,0,3,0,0,0,0,0
2050,5,1,1,5,0,0,0,0,0
2051,2,0,0,2,0,0,0,0,0
2052,11,6,0,11,0,0,0,0,0
2053,38,10,0,38,0,0,0,0,0
2054,13,0,0,13,0,0,0,0,0
2055,19,0,0,19,0,0,0,0,0
2056,15,1,0,15,0,0,0,0,0
2057,21,4,0,21,0,0,0,0,0
2058,42,2,0,42,0,0,0,0,0
2059,12,0,0,12,0,0,0,0,0
2060,19,4,0,19,0,0,0,0,0
2061,24,2,0,24,0,0,0,0,0
2062,32,1,0,32,0,0,0,0,0
2063,15,8,0,15,0,0,0,0,0
2064,22,4,0,22,0,0,0,0,0
2065,33,8,0,33,0,0,0,0,0
2066,11,6,0,11,0,0,0,0,0
2067,47,6,0,47,0,0,0,0,0
2068,41,7,0,41,0,0,0,0,0
2069,29,4,0,29,0,0,0,0,0
2070,48,7,0,48,0,0,0,0,0
2071,13,8,0,13,0,0,0,0,0
2072,32,2,0,32,0,0,0,0,0
2073,42,8,0,42,0,0,0,0,0
2074,26,5,0,26,0,0,0,0,0
2075,67,25,0,67,0,0,0,0,0
2076,23,4,0,23,0,0,0,0,0
2077,33,4,0,33,0,0,0,0,0
2078,25,3,0,25,0,0,0,0,0
2079,22,4,0,22,0,0,0,0,0
2080,26,0,0,26,0,0,0,0,0
2081,38,10,0,38,0,0,0,0,0
2082,50,19,0,50,0,0,0,0,0
2083,29,1,0,29,0,0,0,0,0
2084,26,0,0,26,0,0,0,0,0
2085,25,1,0,25,0,0,0,0,0
2086,15,0,0,15,0,0,0,0,0
2087,18,0,0,18,0,0,0,0,0
2088,28,4,0,28,0,0,0,0,0
2089,14,23,0,14,0,0,0,0,0
2090,20,2,0,20,0,0,0,0,0
2091,17,21,0,17,0,0,0,0,0
2092,34,0,0,34,0,0,0,0,0
2093,17,11,0,17,0,0,0,0,0
2094,40,6,0,40,0,0,0,0,0
2095,21,5,0,21,0,0,0,0,0
2096,14,4,0,14,0,0,0,0,0
2097,43,17,1,43,0,0,0,0,0
2098,27,5,0,27,0,0,0,0,0
2099,35,22,0,35,0,0,0,0,0
2100,24,1,0,24,0,0,0,0,0
2101,30,4,0,30,0,0,0,0,0
2102,21,2,0,21,0,0,0,0,0
2103,41,7,0,41,0,0,0,0,0
2104,15,1,0,15,0,0,0,0,0
2105,27,6,0,27,0,0,0,0,0
2106,22,3,0,22,0,0,0,0,0
2107,36,13,0,36,0,0,0,0,0
2108,10,18,0,10,0,0,0,0,0
