,OrderID,Tanggal_Pesanan,Produk,Kategori,Wilayah,Jumlah,Harga_Satuan,Metode_Pembayaran,Diskon,Total_Penjualan,Bulan,Hari_Dalam_Seminggu,Jam_Pesanan
190,191,2025-04-20 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,1,1626134,Credit Card,0.0,1626134.0,2025-04,6,8
191,192,2025-03-19 16:47:34.301561,Smartphone Terbaru,Elektronik,Medan,3,6690583,Credit Card,0.05,19068161.55,2025-03,2,16
192,193,2025-04-20 16:47:34.301561,Monitor Curved,Periferal,Jakarta,1,4520107,Bank Transfer,0.05,4294101.649999999,2025-04,6,16
193,194,2024-12-30 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,2,4630668,Debit Card,0.0,9261336.0,2024-12,0,16
194,195,2025-05-07 16:47:34.301561,Keyboard Mekanik,Periferal,Medan,4,1819541,Credit Card,0.0,7278164.0,2025-05,2,18
195,196,2025-02-20 16:47:34.301561,Smartphone Terbaru,Elektronik,Makassar,4,8246634,Bank Transfer,0.0,32986536.0,2025-02,3,15
196,197,2025-03-25 16:47:34.301561,Keyboard Mekanik,Periferal,Makassar,4,1999908,Credit Card,0.0,7999632.0,2025-03,1,20
197,198,2025-05-06 16:47:34.301561,Monitor Curved,Periferal,Medan,3,4164412,Debit Card,0.0,12493236.0,2025-05,1,17
198,199,2025-05-24 16:47:34.301561,Laptop Gaming,Elektronik,Medan,1,20309792,Debit Card,0.1,18278812.8,2025-05,5,20
199,200,2025-05-03 16:47:34.301561,Headphone Wireless,Aksesoris,Surabaya,1,556695,Debit Card,0.0,556695.0,2025-05,5,10
200,201,2025-05-07 16:47:34.301561,Keyboard Mekanik,Periferal,Medan,2,2384117,Credit Card,0.0,4768234.0,2025-05,2,8
201,202,2025-02-19 16:47:34.301561,Headphone Wireless,Aksesoris,Surabaya,3,646130,E-Wallet,0.0,1938390.0,2025-02,2,18
202,203,2025-06-18 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,2,20949852,Credit Card,0.0,41899704.0,2025-06,2,19
203,204,2025-06-06 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,1,329725,E-Wallet,0.0,329725.0,2025-06,4,19
204,205,2025-06-06 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,1,1485574,Debit Card,0.05,1411295.3,2025-06,4,15
205,206,2025-03-06 16:47:34.301561,Monitor Curved,Periferal,Surabaya,4,6298859,Bank Transfer,0.0,25195436.0,2025-03,3,14
206,207,2025-04-30 16:47:34.301561,Smartwatch,Aksesoris,Denpasar,3,2858638,E-Wallet,0.0,8575914.0,2025-04,2,20
207,208,2025-05-22 16:47:34.301561,Smartphone Terbaru,Elektronik,Jakarta,1,3795928,Debit Card,0.0,3795928.0,2025-05,3,12
208,209,2025-02-04 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,4,8823615,Debit Card,0.0,35294460.0,2025-02,1,17
209,210,2025-01-21 16:47:34.301561,Smartwatch,Aksesoris,Jakarta,3,1388036,E-Wallet,0.0,4164108.0,2025-01,1,14
210,211,2025-03-07 16:47:34.301561,Smartphone Terbaru,Elektronik,Makassar,2,5971783,Bank Transfer,0.15,10152031.1,2025-03,4,17
211,212,2025-04-23 16:47:34.301561,Laptop Gaming,Elektronik,Medan,3,17662761,Debit Card,0.05,50338868.849999994,2025-04,2,11
212,213,2025-04-05 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,3,2225977,E-Wallet,0.0,6677931.0,2025-04,5,16
213,214,2025-05-16 16:47:34.301561,Smartwatch,Aksesoris,Medan,1,2830255,Bank Transfer,0.0,2830255.0,2025-05,4,18
214,215,2025-05-21 16:47:34.301561,Smartwatch,Aksesoris,Surabaya,1,1482599,Bank Transfer,0.0,1482599.0,2025-05,2,17
215,216,2025-04-04 16:47:34.301561,Keyboard Mekanik,Periferal,Makassar,3,946015,Debit Card,0.0,2838045.0,2025-04,4,21
216,217,2025-05-01 16:47:34.301561,Headphone Wireless,Aksesoris,Surabaya,1,1443657,Credit Card,0.05,1371474.15,2025-05,3,9
217,218,2025-03-08 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,1,1833441,Credit Card,0.05,1741768.95,2025-03,5,16
218,219,2025-03-31 16:47:34.301561,Headphone Wireless,Aksesoris,Denpasar,1,989556,Debit Card,0.0,989556.0,2025-03,0,16
219,220,2024-12-31 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,4,22288538,Bank Transfer,0.0,89154152.0,2024-12,1,12
220,221,2025-05-25 16:47:34.301561,Smartphone Terbaru,Elektronik,Jakarta,4,5253722,Debit Card,0.0,21014888.0,2025-05,6,18
221,222,2025-06-10 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,3,1416271,E-Wallet,0.1,3823931.7,2025-06,1,8
222,223,2025-05-24 16:47:34.301561,Monitor Curved,Periferal,Denpasar,1,4528268,Credit Card,0.05,4301854.6,2025-05,5,14
223,224,2025-03-28 16:47:34.301561,Laptop Gaming,Elektronik,Surabaya,4,18099555,E-Wallet,0.0,72398220.0,2025-03,4,17
224,225,2025-05-24 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,3,20683797,Debit Card,0.0,62051391.0,2025-05,5,17
225,226,2025-05-25 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,1,4681641,Debit Card,0.05,4447558.95,2025-05,6,11
226,227,2025-04-03 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,2,8261913,Bank Transfer,0.0,16523826.0,2025-04,3,16
227,228,2025-02-18 16:47:34.301561,Monitor Curved,Periferal,Jakarta,1,2516409,Bank Transfer,0.0,2516409.0,2025-02,1,13
228,229,2025-06-07 16:47:34.301561,Smartphone Terbaru,Elektronik,Medan,1,3666165,Bank Transfer,0.0,3666165.0,2025-06,5,20
229,230,2025-06-14 16:47:34.301561,Smartwatch,Aksesoris,Denpasar,4,1743085,E-Wallet,0.05,6623723.0,2025-06,5,10
230,231,2025-05-05 16:47:34.301561,Headphone Wireless,Aksesoris,Surabaya,3,445016,Bank Transfer,0.0,1335048.0,2025-05,0,13
231,232,2025-02-05 16:47:34.301561,Headphone Wireless,Aksesoris,Surabaya,3,582017,Debit Card,0.0,1746051.0,2025-02,2,20
232,233,2025-03-20 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,4,2140687,Bank Transfer,0.1,7706473.2,2025-03,3,17
233,234,2025-04-11 16:47:34.301561,Smartphone Terbaru,Elektronik,Jakarta,1,4935090,Credit Card,0.0,4935090.0,2025-04,4,13
234,235,2025-05-06 16:47:34.301561,Monitor Curved,Periferal,Makassar,2,2745182,Bank Transfer,0.0,5490364.0,2025-05,1,12
235,236,2025-01-08 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,1,6937270,E-Wallet,0.0,6937270.0,2025-01,2,9
236,237,2025-06-24 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,1,9739013,Credit Card,0.0,9739013.0,2025-06,1,17
237,238,2025-05-28 16:47:34.301561,Keyboard Mekanik,Periferal,Medan,2,816978,Credit Card,0.05,1552258.2,2025-05,2,17
238,239,2025-06-05 16:47:34.301561,Laptop Gaming,Elektronik,Surabaya,4,16033316,Credit Card,0.0,64133264.0,2025-06,3,9
239,240,2025-02-08 16:47:34.301561,Laptop Gaming,Elektronik,Medan,3,19819075,E-Wallet,0.0,59457225.0,2025-02,5,14
240,241,2025-04-06 16:47:34.301561,Monitor Curved,Periferal,Jakarta,4,4621038,Debit Card,0.0,18484152.0,2025-04,6,9
241,242,2025-01-04 16:47:34.301561,Laptop Gaming,Elektronik,Makassar,4,19742297,Bank Transfer,0.05,75020728.6,2025-01,5,19
242,243,2025-05-21 16:47:34.301561,Keyboard Mekanik,Periferal,Denpasar,1,1712743,Credit Card,0.05,1627105.8499999999,2025-05,2,13
243,244,2025-03-28 16:47:34.301561,Smartphone Terbaru,Elektronik,Medan,3,5741094,Credit Card,0.0,17223282.0,2025-03,4,12
244,245,2025-04-19 16:47:34.301561,Keyboard Mekanik,Periferal,Denpasar,3,1639444,Credit Card,0.0,4918332.0,2025-04,5,11
245,246,2025-02-26 16:47:34.301561,Monitor Curved,Periferal,Jakarta,4,3927205,Debit Card,0.05,14923379.0,2025-02,2,14
246,247,2025-04-20 16:47:34.301561,Smartwatch,Aksesoris,Surabaya,2,604195,Debit Card,0.0,1208390.0,2025-04,6,15
247,248,2024-12-30 16:47:34.301561,Keyboard Mekanik,Periferal,Medan,4,1482424,E-Wallet,0.1,5336726.4,2024-12,0,11
248,249,2025-05-06 16:47:34.301561,Smartphone Terbaru,Elektronik,Medan,2,7101036,Debit Card,0.1,12781864.8,2025-05,1,8
249,250,2025-02-14 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,3,1332883,Bank Transfer,0.1,3598784.1,2025-02,4,8
250,251,2025-05-17 16:47:34.301561,Laptop Gaming,Elektronik,Surabaya,4,24727094,E-Wallet,0.0,98908376.0,2025-05,5,8
251,252,2025-02-03 16:47:34.301561,Headphone Wireless,Aksesoris,Jakarta,1,1326630,E-Wallet,0.0,1326630.0,2025-02,0,18
252,253,2025-06-06 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,4,5165251,Bank Transfer,0.05,19627953.8,2025-06,4,8
253,254,2025-01-06 16:47:34.301561,Headphone Wireless,Aksesoris,Jakarta,3,1312237,Bank Transfer,0.0,3936711.0,2025-01,0,12
254,255,2025-04-06 16:47:34.301561,Laptop Gaming,Elektronik,Medan,1,18214850,Bank Transfer,0.0,18214850.0,2025-04,6,11
255,256,2025-05-24 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,1,2120023,E-Wallet,0.1,1908020.7,2025-05,5,20
256,257,2025-02-14 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,2,886275,E-Wallet,0.1,1595295.0,2025-02,4,21
257,258,2025-05-08 16:47:34.301561,Keyboard Mekanik,Periferal,Medan,1,698871,E-Wallet,0.0,698871.0,2025-05,3,16
258,259,2025-05-25 16:47:34.301561,Laptop Gaming,Elektronik,Medan,1,23268541,Bank Transfer,0.0,23268541.0,2025-05,6,10
259,260,2025-05-29 16:47:34.301561,Smartwatch,Aksesoris,Makassar,4,1657655,Bank Transfer,0.0,6630620.0,2025-05,3,21
260,261,2025-02-20 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,3,1152129,Credit Card,0.1,3110748.3000000003,2025-02,3,14
261,262,2025-04-27 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,2,4294929,Debit Card,0.1,7730872.2,2025-04,6,18
262,263,2025-06-07 16:47:34.301561,Smartphone Terbaru,Elektronik,Makassar,4,5504594,Credit Card,0.0,22018376.0,2025-06,5,15
263,264,2025-05-29 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,1,4243294,Bank Transfer,0.0,4243294.0,2025-05,3,13
264,265,2025-04-23 16:47:34.301561,Monitor Curved,Periferal,Jakarta,1,5567675,E-Wallet,0.1,5010907.5,2025-04,2,19
265,266,2025-03-13 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,2,1196816,Bank Transfer,0.0,2393632.0,2025-03,3,20
266,267,2025-04-20 16:47:34.301561,Headphone Wireless,Aksesoris,Denpasar,3,1417502,Debit Card,0.0,4252506.0,2025-04,6,17
267,268,2025-06-10 16:47:34.301561,Laptop Gaming,Elektronik,Surabaya,2,17414802,Credit Card,0.15,29605163.4,2025-06,1,20
268,269,2025-06-12 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,4,15443031,Credit Card,0.0,61772124.0,2025-06,3,8
269,270,2025-04-11 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,2,24479276,E-Wallet,0.05,46510624.4,2025-04,4,15
270,271,2025-03-22 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,1,2185516,Credit Card,0.0,2185516.0,2025-03,5,17
271,272,2025-04-19 16:47:34.301561,Laptop Gaming,Elektronik,Surabaya,4,20510493,Credit Card,0.0,82041972.0,2025-04,5,10
272,273,2025-04-06 16:47:34.301561,Laptop Gaming,Elektronik,Medan,1,15290998,Bank Transfer,0.1,13761898.200000001,2025-04,6,15
273,274,2025-05-30 16:47:34.301561,Smartphone Terbaru,Elektronik,Jakarta,3,7855920,Credit Card,0.0,23567760.0,2025-05,4,19
274,275,2025-03-31 16:47:34.301561,Keyboard Mekanik,Periferal,Denpasar,1,2228022,Credit Card,0.15,1893818.7,2025-03,0,11
275,276,2025-05-23 16:47:34.301561,Keyboard Mekanik,Periferal,Makassar,1,1809854,Credit Card,0.0,1809854.0,2025-05,4,15
276,277,2025-05-05 16:47:34.301561,Monitor Curved,Periferal,Medan,2,2181360,E-Wallet,0.0,4362720.0,2025-05,0,18
277,278,2025-04-17 16:47:34.301561,Smartwatch,Aksesoris,Makassar,1,2944026,E-Wallet,0.0,2944026.0,2025-04,3,8
278,279,2025-03-20 16:47:34.301561,Headphone Wireless,Aksesoris,Jakarta,4,718267,Bank Transfer,0.0,2873068.0,2025-03,3,10
279,280,2025-02-20 16:47:34.301561,Laptop Gaming,Elektronik,Surabaya,4,20532410,Credit Card,0.0,82129640.0,2025-02,3,13
280,281,2025-06-09 16:47:34.301561,Keyboard Mekanik,Periferal,Medan,3,1691210,E-Wallet,0.0,5073630.0,2025-06,0,16
281,282,2025-06-15 16:47:34.301561,Monitor Curved,Periferal,Makassar,4,4643061,E-Wallet,0.0,18572244.0,2025-06,6,9
282,283,2025-06-07 16:47:34.301561,Smartwatch,Aksesoris,Makassar,2,2001584,Bank Transfer,0.0,4003168.0,2025-06,5,18
283,284,2025-03-06 16:47:34.301561,Monitor Curved,Periferal,Jakarta,3,5584197,Debit Card,0.05,15914961.45,2025-03,3,8
284,285,2025-01-30 16:47:34.301561,Monitor Curved,Periferal,Denpasar,4,2311955,Credit Card,0.05,8785429.0,2025-01,3,17
285,286,2025-05-19 16:47:34.301561,Smartwatch,Aksesoris,Jakarta,2,2627599,E-Wallet,0.05,4992438.1,2025-05,0,10
286,287,2025-01-18 16:47:34.301561,Keyboard Mekanik,Periferal,Makassar,4,1139290,Bank Transfer,0.0,4557160.0,2025-01,5,11
287,288,2025-02-14 16:47:34.301561,Keyboard Mekanik,Periferal,Denpasar,4,1965070,Bank Transfer,0.0,7860280.0,2025-02,4,18
288,289,2025-05-25 16:47:34.301561,Smartwatch,Aksesoris,Jakarta,1,1141147,Bank Transfer,0.05,1084089.65,2025-05,6,12
289,290,2025-05-05 16:47:34.301561,Smartwatch,Aksesoris,Medan,4,688490,E-Wallet,0.0,2753960.0,2025-05,0,10
290,291,2025-05-13 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,4,22323494,Credit Card,0.0,89293976.0,2025-05,1,20
291,292,2025-05-12 16:47:34.301561,Smartwatch,Aksesoris,Surabaya,2,1004409,Debit Card,0.1,1807936.2,2025-05,0,17
292,293,2025-05-22 16:47:34.301561,Laptop Gaming,Elektronik,Surabaya,2,22867791,Credit Card,0.05,43448802.9,2025-05,3,18
293,294,2025-05-05 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,1,816595,Bank Transfer,0.0,816595.0,2025-05,0,9
294,295,2025-01-30 16:47:34.301561,Keyboard Mekanik,Periferal,Denpasar,4,1063689,Bank Transfer,0.0,4254756.0,2025-01,3,9
295,296,2025-06-22 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,1,465937,Debit Card,0.05,442640.14999999997,2025-06,6,14
296,297,2025-04-22 16:47:34.301561,Headphone Wireless,Aksesoris,Surabaya,4,1395426,Credit Card,0.0,5581704.0,2025-04,1,16
297,298,2025-04-26 16:47:34.301561,Smartphone Terbaru,Elektronik,Makassar,3,6462092,Bank Transfer,0.05,18416962.2,2025-04,5,17
298,299,2025-01-19 16:47:34.301561,Laptop Gaming,Elektronik,Denpasar,3,19437610,Bank Transfer,0.05,55397188.5,2025-01,6,9
299,300,2025-06-04 16:47:34.301561,Monitor Curved,Periferal,Jakarta,1,5239536,Credit Card,0.1,4715582.4,2025-06,2,14
300,301,2025-02-04 16:47:34.301561,Laptop Gaming,Elektronik,Denpasar,1,17326133,Bank Transfer,0.0,17326133.0,2025-02,1,14
301,302,2025-04-16 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,1,22948140,Credit Card,0.0,22948140.0,2025-04,2,18
302,303,2025-02-17 16:47:34.301561,Smartphone Terbaru,Elektronik,Makassar,2,8720626,Bank Transfer,0.05,16569189.399999999,2025-02,0,14
303,304,2025-01-05 16:47:34.301561,Monitor Curved,Periferal,Jakarta,2,6002713,Credit Card,0.05,11405154.7,2025-01,6,10
304,305,2025-01-24 16:47:34.301561,Monitor Curved,Periferal,Jakarta,2,2587100,Debit Card,0.05,4915490.0,2025-01,4,19
305,306,2025-01-24 16:47:34.301561,Laptop Gaming,Elektronik,Surabaya,1,18415871,Bank Transfer,0.0,18415871.0,2025-01,4,14
306,307,2025-01-18 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,4,584580,Debit Card,0.0,2338320.0,2025-01,5,8
307,308,2025-01-27 16:47:34.301561,Headphone Wireless,Aksesoris,Surabaya,3,823156,Bank Transfer,0.1,2222521.2,2025-01,0,17
308,309,2025-04-04 16:47:34.301561,Smartwatch,Aksesoris,Jakarta,1,1269097,Bank Transfer,0.05,1205642.15,2025-04,4,8
309,310,2025-01-25 16:47:34.301561,Smartwatch,Aksesoris,Medan,2,2849316,E-Wallet,0.1,5128768.8,2025-01,5,12
310,311,2025-04-18 16:47:34.301561,Smartphone Terbaru,Elektronik,Denpasar,2,7041059,Credit Card,0.05,13378012.1,2025-04,4,9
311,312,2025-02-27 16:47:34.301561,Headphone Wireless,Aksesoris,Surabaya,1,1069605,Debit Card,0.0,1069605.0,2025-02,3,16
312,313,2025-02-14 16:47:34.301561,Headphone Wireless,Aksesoris,Jakarta,1,450787,Debit Card,0.05,428247.64999999997,2025-02,4,14
313,314,2025-05-24 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,2,560381,Debit Card,0.1,1008685.8,2025-05,5,11
314,315,2025-01-01 16:47:34.301561,Headphone Wireless,Aksesoris,Jakarta,4,749830,Credit Card,0.0,2999320.0,2025-01,2,11
315,316,2025-02-01 16:47:34.301561,Smartphone Terbaru,Elektronik,Makassar,2,4577969,E-Wallet,0.05,8698141.1,2025-02,5,9
316,317,2025-02-15 16:47:34.301561,Smartphone Terbaru,Elektronik,Makassar,2,8098402,Debit Card,0.0,16196804.0,2025-02,5,12
317,318,2025-01-14 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,1,368920,Credit Card,0.0,368920.0,2025-01,1,11
318,319,2025-06-18 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,4,1230051,Bank Transfer,0.05,4674193.8,2025-06,2,19
319,320,2025-06-04 16:47:34.301561,Headphone Wireless,Aksesoris,Makassar,2,950024,Debit Card,0.0,1900048.0,2025-06,2,20
320,321,2025-02-12 16:47:34.301561,Smartwatch,Aksesoris,Medan,2,2604683,Debit Card,0.0,5209366.0,2025-02,2,8
321,322,2025-04-24 16:47:34.301561,Monitor Curved,Periferal,Makassar,3,4527419,E-Wallet,0.0,13582257.0,2025-04,3,19
322,323,2025-01-03 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,1,1415731,Debit Card,0.0,1415731.0,2025-01,4,15
323,324,2025-04-06 16:47:34.301561,Smartphone Terbaru,Elektronik,Makassar,3,6028631,Debit Card,0.0,18085893.0,2025-04,6,10
324,325,2025-05-01 16:47:34.301561,Keyboard Mekanik,Periferal,Medan,3,2035288,Bank Transfer,0.0,6105864.0,2025-05,3,21
325,326,2025-02-03 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,2,9599203,Credit Card,0.1,17278565.400000002,2025-02,0,13
326,327,2025-01-21 16:47:34.301561,Headphone Wireless,Aksesoris,Denpasar,1,1240756,Credit Card,0.0,1240756.0,2025-01,1,11
327,328,2025-03-31 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,4,2178539,E-Wallet,0.0,8714156.0,2025-03,0,16
328,329,2025-02-12 16:47:34.301561,Laptop Gaming,Elektronik,Medan,2,21984297,Bank Transfer,0.0,43968594.0,2025-02,2,14
329,330,2025-04-02 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,4,19024733,Credit Card,0.05,72293985.39999999,2025-04,2,16
330,331,2025-04-06 16:47:34.301561,Smartphone Terbaru,Elektronik,Medan,4,7859221,Bank Transfer,0.0,31436884.0,2025-04,6,17
331,332,2025-04-23 16:47:34.301561,Keyboard Mekanik,Periferal,Medan,1,1814022,Credit Card,0.1,1632619.8,2025-04,2,10
332,333,2025-06-06 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,3,18801250,Bank Transfer,0.05,53583562.5,2025-06,4,8
333,334,2025-06-07 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,1,24340854,E-Wallet,0.05,23123811.3,2025-06,5,12
334,335,2025-03-05 16:47:34.301561,Laptop Gaming,Elektronik,Medan,4,15019675,Debit Card,0.0,60078700.0,2025-03,2,10
335,336,2025-05-05 16:47:34.301561,Laptop Gaming,Elektronik,Makassar,2,23462605,E-Wallet,0.05,44578949.5,2025-05,0,13
336,337,2025-01-15 16:47:34.301561,Laptop Gaming,Elektronik,Surabaya,4,24356169,Credit Card,0.0,97424676.0,2025-01,2,15
337,338,2025-01-22 16:47:34.301561,Headphone Wireless,Aksesoris,Jakarta,2,786799,E-Wallet,0.1,1416238.2,2025-01,2,18
338,339,2025-02-20 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,2,819349,Debit Card,0.05,1556763.0999999999,2025-02,3,20
339,340,2025-02-24 16:47:34.301561,Smartphone Terbaru,Elektronik,Jakarta,1,7949982,E-Wallet,0.0,7949982.0,2025-02,0,11
340,341,2025-03-05 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,4,5238057,Credit Card,0.0,20952228.0,2025-03,2,12
341,342,2025-04-11 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,3,19464344,Credit Card,0.0,58393032.0,2025-04,4,12
342,343,2025-06-20 16:47:34.301561,Smartphone Terbaru,Elektronik,Jakarta,4,8669068,E-Wallet,0.05,32942458.4,2025-06,4,11
343,344,2025-01-21 16:47:34.301561,Headphone Wireless,Aksesoris,Jakarta,4,611877,Debit Card,0.0,2447508.0,2025-01,1,11
344,345,2025-04-21 16:47:34.301561,Monitor Curved,Periferal,Surabaya,3,5921451,E-Wallet,0.0,17764353.0,2025-04,0,11
345,346,2025-01-29 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,1,15566088,Debit Card,0.0,15566088.0,2025-01,2,11
346,347,2025-06-21 16:47:34.301561,Headphone Wireless,Aksesoris,Surabaya,4,1444620,Bank Transfer,0.05,5489556.0,2025-06,5,11
347,348,2025-03-24 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,4,9558947,Debit Card,0.1,34412209.2,2025-03,0,12
348,349,2025-05-28 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,2,2162999,Bank Transfer,0.05,4109698.0999999996,2025-05,2,9
349,350,2025-05-04 16:47:34.301561,Monitor Curved,Periferal,Surabaya,4,2658003,E-Wallet,0.05,10100411.4,2025-05,6,9
350,351,2025-06-01 16:47:34.301561,Headphone Wireless,Aksesoris,Makassar,3,602929,Debit Card,0.0,1808787.0,2025-06,6,16
351,352,2025-05-07 16:47:34.301561,Smartphone Terbaru,Elektronik,Jakarta,2,3805113,Bank Transfer,0.0,7610226.0,2025-05,2,9
352,353,2025-01-14 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,1,2416106,Bank Transfer,0.05,2295300.6999999997,2025-01,1,13
353,354,2025-04-11 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,2,24322004,Bank Transfer,0.0,48644008.0,2025-04,4,9
354,355,2025-06-07 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,3,20028035,Credit Card,0.0,60084105.0,2025-06,5,12
355,356,2025-05-14 16:47:34.301561,Smartphone Terbaru,Elektronik,Medan,3,6162801,E-Wallet,0.0,18488403.0,2025-05,2,11
356,357,2025-02-09 16:47:34.301561,Laptop Gaming,Elektronik,Medan,2,19034464,Bank Transfer,0.0,38068928.0,2025-02,6,19
357,358,2025-06-22 16:47:34.301561,Keyboard Mekanik,Periferal,Makassar,1,2003546,Debit Card,0.0,2003546.0,2025-06,6,14
358,359,2025-02-05 16:47:34.301561,Monitor Curved,Periferal,Medan,2,4092101,Bank Transfer,0.1,7365781.8,2025-02,2,14
359,360,2025-06-16 16:47:34.301561,Smartphone Terbaru,Elektronik,Denpasar,1,8995134,Credit Card,0.0,8995134.0,2025-06,0,20
360,361,2025-01-23 16:47:34.301561,Headphone Wireless,Aksesoris,Jakarta,2,415359,E-Wallet,0.0,830718.0,2025-01,3,13
361,362,2025-04-06 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,3,2414410,Credit Card,0.0,7243230.0,2025-04,6,17
362,363,2025-02-16 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,4,651351,Credit Card,0.05,2475133.8,2025-02,6,12
363,364,2025-05-30 16:47:34.301561,Smartwatch,Aksesoris,Jakarta,4,1787087,Credit Card,0.0,7148348.0,2025-05,4,8
364,365,2025-05-29 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,1,1684294,Debit Card,0.1,1515864.6,2025-05,3,19
365,366,2025-01-10 16:47:34.301561,Keyboard Mekanik,Periferal,Medan,1,2084351,E-Wallet,0.1,1875915.9000000001,2025-01,4,10
366,367,2025-02-26 16:47:34.301561,Monitor Curved,Periferal,Jakarta,1,3512760,E-Wallet,0.0,3512760.0,2025-02,2,16
367,368,2025-05-12 16:47:34.301561,Laptop Gaming,Elektronik,Denpasar,3,24851044,Debit Card,0.1,67097818.800000004,2025-05,0,21
368,369,2025-02-23 16:47:34.301561,Smartphone Terbaru,Elektronik,Makassar,2,6557689,E-Wallet,0.15,11148071.299999999,2025-02,6,8
369,370,2025-02-02 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,3,651924,Credit Card,0.1,1760194.8,2025-02,6,12
370,371,2025-06-19 16:47:34.301561,Smartphone Terbaru,Elektronik,Jakarta,4,5880593,E-Wallet,0.1,21170134.8,2025-06,3,9
371,372,2025-01-17 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,1,2263236,Debit Card,0.0,2263236.0,2025-01,4,11
372,373,2025-03-03 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,2,22863426,Credit Card,0.0,45726852.0,2025-03,0,21
373,374,2025-01-05 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,4,24988400,Debit Card,0.0,99953600.0,2025-01,6,21
374,375,2025-05-21 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,4,7474770,Bank Transfer,0.0,29899080.0,2025-05,2,18
375,376,2025-05-19 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,4,15450930,Credit Card,0.15,52533162.0,2025-05,0,8
376,377,2025-04-22 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,3,1798616,Credit Card,0.0,5395848.0,2025-04,1,10
377,378,2025-05-20 16:47:34.301561,Keyboard Mekanik,Periferal,Denpasar,1,953343,E-Wallet,0.05,905675.85,2025-05,1,17
378,379,2025-03-30 16:47:34.301561,Keyboard Mekanik,Periferal,Medan,4,2110524,Credit Card,0.1,7597886.4,2025-03,6,14
379,380,2025-04-05 16:47:34.301561,Smartwatch,Aksesoris,Denpasar,1,2865600,Debit Card,0.1,2579040.0,2025-04,5,17
380,381,2025-03-04 16:47:34.301561,Smartphone Terbaru,Elektronik,Jakarta,3,6677361,E-Wallet,0.15,17027270.55,2025-03,1,10
