temp,clouds_all,hour,is_weekend,traffic_volume
279.79,90,6,1,793
279.79,90,6,1,793
279.95,90,7,1,1120
279.95,90,7,1,1120
279.95,90,7,1,1120
279.91,90,8,1,1797
279.91,90,8,1,1797
280.43,90,9,1,2687
280.43,90,9,1,2687
280.43,90,9,1,2687
280.43,90,9,1,2687
280.43,90,9,1,2687
281.02,90,10,1,3961
281.02,90,10,1,3961
282.05,90,11,1,4086
283.42,90,12,1,3710
283.42,90,12,1,3710
284.94,75,13,1,3733
284.94,75,13,1,3733
287.6,20,14,1,3666
287.6,20,14,1,3666
289.71,20,15,1,4012
289.71,20,15,1,4012
291.14,20,16,1,4169
290.28,20,17,1,3636
288.29,20,18,1,3390
288.29,20,18,1,3390
289.25,40,19,1,2660
291.57,90,20,1,2173
291.28,87,21,1,1924
288.12,87,23,1,2863
288.12,87,0,0,1000
282.74,98,1,0,352
282.74,98,2,0,263
282.74,98,3,0,341
282.74,98,4,0,761
282.74,98,5,0,2467
282.74,98,6,0,5242
273.9,99,7,0,5390
273.9,99,8,0,2029
273.9,99,9,0,2096
272.42,90,10,0,2892
272.09,90,11,0,4245
272.09,90,11,0,4245
271.94,90,12,0,4148
271.85,90,13,0,4362
271.4,90,14,0,4619
271.25,90,15,0,4755
270.6,90,16,0,5187
270.07,90,17,0,5186
269.76,90,18,0,3854
269.71,90,19,0,2641
269.19,90,20,0,2222
268.91,90,21,0,1943
268.39,90,22,0,1437
267.27,90,23,0,2409
267.05,90,0,0,905
266.64,90,1,0,367
266.58,90,2,0,290
266.02,75,3,0,317
265.93,90,4,0,775
266.15,20,5,0,2571
266.42,75,6,0,5541
266.85,90,7,0,6529
266.86,90,8,0,6242
266.86,90,8,0,6242
267.05,75,9,0,5438
267.81,75,10,0,4656
268.35,90,11,0,4759
268.77,90,12,0,4943
269.04,90,13,0,4924
269.23,90,14,0,5409
269.51,75,15,0,5664
269.24,90,16,0,6436
269.06,90,17,0,6212
268.35,90,18,0,4324
268.26,90,19,0,2948
268.21,75,20,0,2604
267.91,20,21,0,2192
267.75,1,22,0,1563
267.15,20,23,0,1346
266.33,20,0,0,535
265.99,1,1,0,325
265.94,1,2,0,252
265.14,1,3,0,361
264.61,1,4,0,795
264.67,1,5,0,2620
264.82,1,6,0,5730
265.1,1,7,0,6792
266.4,1,8,0,6199
269.25,1,9,0,5216
271.89,40,10,0,4864
272.77,1,11,0,5477
275.0,1,12,0,5654
277.19,1,13,0,5761
277.92,1,14,0,6131
278.95,75,15,0,6415
278.02,75,16,0,7189
276.5,75,17,0,6968
275.88,90,18,0,5182
275.98,90,19,0,3536
275.98,90,20,0,3052
276.13,90,21,0,2665
276.53,90,22,0,2044
276.53,90,23,0,1841
276.48,90,0,0,575
276.26,90,1,0,325
276.02,90,2,0,294
275.87,90,3,0,371
275.47,90,4,0,817
274.91,90,5,0,2657
274.34,90,6,0,5814
273.31,75,7,0,6761
273.76,40,8,0,6171
276.44,20,9,0,5387
278.23,40,10,0,4704
279.03,1,11,0,4811
280.71,1,12,0,5115
283.26,40,13,0,5114
283.8,75,14,0,5597
283.29,75,15,0,5801
282.32,75,16,0,6570
280.33,75,17,0,6396
278.97,90,18,0,4717
278.64,90,19,0,3398
278.12,90,20,0,3258
278.05,90,21,0,2681
279.5,90,23,0,1367
279.5,90,0,0,662
277.1,99,1,0,435
277.1,99,2,0,332
277.1,99,3,0,391
277.1,99,4,0,708
277.1,99,5,0,2477
277.1,99,6,0,5527
276.8,0,7,0,6517
276.8,0,8,0,5360
276.8,0,9,0,5177
276.8,0,10,0,4661
276.8,0,11,0,5129
276.8,0,12,0,5326
276.8,0,13,0,5488
279.24,1,14,0,5489
279.24,1,15,0,5835
279.24,1,16,0,6427
279.24,1,17,0,6093
279.24,1,18,0,5074
279.24,1,19,0,3522
279.24,1,20,0,2818
279.24,1,21,0,2804
279.24,1,22,0,2639
279.24,1,23,0,1766
279.24,1,0,1,1091
270.94,0,1,1,739
270.94,0,2,1,642
270.94,0,3,1,404
270.94,0,4,1,407
266.83,1,5,1,753
266.27,1,6,1,1381
265.91,1,7,1,2046
267.33,20,8,1,3031
270.82,20,9,1,3842
273.55,20,10,1,4233
275.85,20,11,1,4416
277.61,20,12,1,4753
278.64,40,13,1,4525
279.34,40,14,1,4628
279.39,40,15,1,4546
278.73,40,16,1,4516
276.5,40,17,1,4468
274.33,20,19,1,3265
274.43,20,20,1,2608
274.45,20,21,1,2770
274.4,1,22,1,2661
274.78,1,23,1,2191
275.15,1,0,1,1293
275.25,1,1,1,861
275.62,1,2,1,644
275.89,1,3,1,368
276.16,1,4,1,293
276.29,1,5,1,482
276.24,1,6,1,774
276.2,20,7,1,1052
277.08,75,8,1,1722
279.0,75,9,1,2561
281.2,75,10,1,3232
283.49,75,11,1,3630
285.53,90,12,1,3999
285.96,75,13,1,4075
285.95,75,14,1,3966
285.65,75,15,1,4083
285.05,75,16,1,4277
284.31,75,17,1,4368
284.17,90,18,1,3504
284.17,90,19,1,3575
284.17,90,20,1,2702
283.94,90,21,1,2007
283.65,90,22,1,1505
283.55,90,23,1,961
283.01,90,0,0,476
282.54,90,1,0,311
282.45,90,2,0,268
282.02,90,3,0,364
281.8,90,4,0,789
281.06,90,5,0,2579
280.5,40,6,0,5546
280.03,40,7,0,6831
280.0,40,8,0,5884
281.48,40,9,0,5133
282.85,75,10,0,4518
284.13,40,11,0,4564
285.5,1,12,0,4925
286.43,1,13,0,4866
287.18,20,14,0,5118
286.68,40,15,0,5473
286.02,75,16,0,6276
284.55,40,17,0,5908
284.64,40,18,0,4239
284.34,75,19,0,3011
284.04,75,20,0,2644
283.5,75,21,0,2150
282.96,75,22,0,1539
282.38,40,23,0,970
282.09,75,0,0,504
281.77,75,1,0,327
282.35,75,2,0,254
282.26,75,3,0,346
282.37,75,4,0,775
282.52,75,5,0,2568
282.43,90,6,0,5647
282.01,75,7,0,6824
282.33,75,8,0,5989
283.08,75,9,0,5419
283.53,40,10,0,4826
285.74,40,11,0,5003
286.67,40,12,0,5099
287.41,40,13,0,5264
287.74,40,14,0,5561
287.73,40,15,0,5721
286.53,40,16,0,6521
283.85,40,17,0,6019
281.47,20,18,0,4525
280.54,1,19,0,3385
279.11,1,20,0,2999
278.24,1,21,0,2642
277.99,1,22,0,2050
278.0,1,23,0,1211
277.74,20,0,0,667
277.23,1,1,0,399
276.49,1,2,0,269
276.15,1,3,0,412
275.06,1,4,0,746
273.99,1,5,0,2489
273.0,1,6,0,5343
273.0,1,6,0,5343
272.54,1,7,0,6138
272.54,1,7,0,6138
272.51,1,8,0,5413
272.51,1,8,0,5413
272.51,1,8,0,5413
274.66,1,9,0,5041
274.66,1,9,0,5041
274.66,1,9,0,5041
276.57,1,10,0,4875
276.57,1,10,0,4875
278.81,1,11,0,5266
280.95,20,12,0,5656
283.13,20,13,0,5561
283.91,20,14,0,5963
284.22,20,15,0,5928
282.46,40,16,0,5733
279.63,40,17,0,4964
278.13,40,18,0,4179
277.36,40,19,0,3267
277.38,90,20,0,2787
277.82,90,21,0,2432
278.33,75,22,0,1972
278.49,20,23,0,1399
278.54,20,0,0,919
278.97,1,1,0,634
279.35,1,2,0,411
279.68,1,3,0,317
279.36,1,4,0,252
279.46,1,5,0,380
279.93,20,6,0,881
279.66,75,7,0,1094
279.47,75,8,0,1119
281.16,90,9,0,1674
283.0,75,10,0,2477
284.99,90,11,0,3245
285.88,90,12,0,3461
286.87,90,13,0,3213
287.98,75,14,0,3090
288.46,75,15,0,3068
287.3,75,16,0,3152
285.57,75,17,0,3023
284.82,75,18,0,3083
285.57,40,19,0,3010
287.12,75,20,0,3002
287.97,75,21,0,2533
288.23,75,22,0,1958
288.22,75,23,0,1390
287.46,75,0,0,693
286.67,20,1,0,482
286.01,20,2,0,370
285.37,20,3,0,341
284.82,20,4,0,456
284.58,75,5,0,1105
284.06,75,6,0,2069
283.35,75,7,0,2381
283.0,75,8,0,2364
283.89,75,9,0,2783
284.9,40,10,0,3230
284.99,40,11,0,3586
284.15,75,12,0,3947
282.15,75,13,0,3800
279.39,75,14,0,4231
277.38,75,15,0,4174
276.44,90,16,0,4079
276.44,90,16,0,4079
274.35,90,17,0,3900
274.35,90,17,0,3900
273.13,90,18,0,3420
273.13,90,18,0,3420
272.42,90,19,0,2876
272.42,90,19,0,2876
272.42,90,19,0,2876
272.42,90,19,0,2876
271.6,90,20,0,2543
271.6,90,20,0,2543
271.6,90,20,0,2543
270.59,90,21,0,2221
269.61,90,22,0,2148
268.72,90,23,0,1512
268.72,90,23,0,1512
268.06,90,0,1,917
267.76,90,1,1,611
267.76,90,1,1,611
267.19,90,2,1,470
266.59,90,3,1,322
266.59,90,3,1,322
265.86,90,4,1,299
265.6,90,5,1,574
265.55,90,6,1,1017
265.5,90,7,1,1348
266.01,75,8,1,1878
266.51,90,9,1,2753
266.98,90,10,1,3178
267.78,90,11,1,3880
268.76,1,12,1,4312
269.24,1,13,1,4494
269.4,40,14,1,4206
269.2,75,15,1,4204
269.15,90,16,1,4449
268.5,90,17,1,4357
267.82,90,18,1,3905
266.92,90,19,1,3068
265.61,90,20,1,2779
262.33,1,1,1,689
261.45,1,2,1,536
261.08,1,3,1,322
260.62,1,4,1,271
260.24,1,5,1,426
259.88,1,6,1,726
259.78,1,7,1,910
260.82,20,8,1,1366
263.42,75,9,1,2222
265.24,20,10,1,2918
266.31,75,11,1,3413
267.37,90,12,1,3724
268.13,90,13,1,3949
268.93,90,14,1,4076
269.41,90,15,1,4729
270.1,90,16,1,4880
270.37,90,17,1,4435
270.61,90,18,1,3749
270.98,90,19,1,3381
271.02,90,20,1,2809
270.98,90,21,1,2150
270.97,90,22,1,1533
270.97,40,23,1,925
271.25,90,0,0,524
271.34,90,1,0,293
271.79,90,2,0,258
271.75,90,3,0,337
271.62,90,4,0,771
271.48,90,5,0,2496
271.14,90,6,0,5529
270.77,90,7,0,6752
270.73,90,8,0,5787
270.89,90,9,0,4699
270.97,90,10,0,4271
270.64,90,11,0,4314
270.39,90,12,0,4603
271.26,86,13,0,4816
271.65,75,15,0,5449
271.6,90,16,0,6238
271.36,75,17,0,5761
271.32,90,18,0,4022
271.29,90,19,0,2874
271.29,90,20,0,2362
270.6,90,21,0,2098
269.59,90,22,0,1342
268.57,90,23,0,944
267.12,90,0,0,459
265.53,75,1,0,303
264.4,75,2,0,247
262.98,40,3,0,337
262.44,40,4,0,781
261.77,90,5,0,2601
261.27,90,6,0,5639
260.62,75,7,0,6768
260.47,40,8,0,6116
261.12,1,9,0,5215
262.6,1,10,0,4315
263.5,1,11,0,4497
264.4,1,12,0,4799
265.23,1,13,0,4884
266.06,1,14,0,5234
266.17,1,15,0,5665
266.01,1,16,0,6428
264.93,1,17,0,6092
264.26,1,18,0,4317
263.8,1,19,0,3137
263.33,1,20,0,2647
263.47,1,21,0,2194
263.55,1,22,0,1523
263.83,1,23,0,949
264.18,1,0,0,510
264.21,20,1,0,342
264.75,75,2,0,245
264.94,75,3,0,352
265.07,40,4,0,759
265.25,75,5,0,2638
264.84,40,6,0,5816
265.03,20,7,0,6995
265.28,75,8,0,6071
267.05,40,9,0,5228
268.83,75,10,0,4570
270.43,90,11,0,4809
272.28,90,12,0,4839
273.82,90,13,0,4837
275.34,75,14,0,5290
276.01,90,15,0,5621
275.25,40,16,0,6116
273.84,75,17,0,5813
272.17,40,18,0,4314
270.99,20,19,0,3077
270.23,1,20,0,2691
269.63,1,21,0,2297
269.59,1,22,0,1568
269.52,1,23,0,1020
269.69,20,0,0,561
269.84,90,1,0,358
269.7,90,2,0,279
269.73,90,3,0,363
269.51,90,4,0,784
269.29,90,5,0,2612
269.29,90,6,0,5608
269.56,90,7,0,7020
269.6,90,8,0,6072
270.12,90,9,0,5403
270.96,75,10,0,4566
271.43,75,11,0,4906
273.12,75,12,0,5081
273.26,1,13,0,5101
274.36,75,14,0,5463
274.33,75,15,0,5945
273.67,16,16,0,6489
272.98,90,17,0,6078
272.48,90,18,0,4522
272.56,90,19,0,3293
272.93,90,20,0,2913
273.13,16,21,0,2571
273.92,16,23,0,1070
273.92,16,0,0,591
270.47,6,1,0,382
270.47,6,2,0,340
270.47,6,3,0,381
270.47,6,4,0,784
270.47,6,5,0,2468
270.47,6,6,0,5503
271.22,59,7,0,6615
271.22,59,8,0,5913
271.22,59,9,0,5171
271.22,59,10,0,4840
271.22,59,11,0,5263
276.53,75,13,0,5446
276.41,75,14,0,5746
275.76,90,15,0,6110
275.24,90,16,0,6749
274.48,90,17,0,5518
273.88,90,18,0,5420
273.45,90,19,0,3618
272.8,90,20,0,3020
272.38,90,21,0,2987
272.33,90,22,0,2644
272.14,90,23,0,1799
272.0,90,0,1,1103
272.13,90,1,1,702
271.81,90,2,1,588
271.63,90,3,1,411
271.54,90,4,1,384
271.68,90,5,1,748
272.23,90,6,1,1274
272.53,90,7,1,2192
273.09,90,8,1,2953
273.09,90,8,1,2953
273.42,90,9,1,3648
273.42,90,9,1,3648
273.79,90,10,1,3971
273.79,90,10,1,3971
274.06,90,11,1,4618
274.06,90,11,1,4618
274.38,90,12,1,5161
274.38,90,12,1,5161
274.57,90,13,1,4986
274.57,90,13,1,4986
274.84,90,14,1,4919
274.84,90,14,1,4919
274.72,90,15,1,4819
274.72,90,15,1,4819
274.56,90,16,1,5085
274.56,90,16,1,5085
274.56,90,17,1,5231
274.38,90,18,1,4788
274.38,90,18,1,4788
274.04,90,19,1,3288
274.04,90,19,1,3288
273.86,90,20,1,2746
273.86,90,20,1,2746
273.86,90,21,1,2616
273.86,90,22,1,2489
274.0,90,23,1,1917
274.01,90,0,1,1341
274.52,90,1,1,825
274.8,90,2,1,627
275.18,90,3,1,339
275.59,90,4,1,301
275.91,90,5,1,447
275.73,90,6,1,667
275.86,90,7,1,1029
276.24,90,8,1,1613
277.86,100,10,1,3179
277.86,100,11,1,3642
279.43,100,12,1,3770
279.85,90,13,1,3924
279.85,90,13,1,3924
280.55,90,14,1,3696
280.55,90,14,1,3696
280.8,90,15,1,4329
280.8,90,15,1,4329
280.8,90,16,1,4135
280.8,90,16,1,4135
280.65,90,17,1,3938
280.65,90,17,1,3938
279.0,90,18,1,3243
279.0,90,18,1,3243
277.24,40,19,1,2731
276.8,90,20,1,2319
276.38,90,21,1,2093
276.55,90,22,1,2350
276.01,75,23,1,930
276.01,75,23,1,930
274.55,20,0,0,496
274.55,20,0,0,496
273.38,1,1,0,273
273.38,1,1,0,273
272.68,1,2,0,234
272.68,1,2,0,234
272.45,1,3,0,291
272.45,1,3,0,291
271.65,20,4,0,802
271.65,20,4,0,802
271.25,90,5,0,2518
271.06,90,6,0,5506
271.48,90,7,0,6393
271.33,90,8,0,5800
271.33,90,8,0,5800
271.94,90,9,0,5064
271.94,90,9,0,5064
273.36,90,10,0,4442
273.36,90,10,0,4442
274.34,90,11,0,4544
274.34,90,11,0,4544
274.89,90,12,0,4777
274.89,90,12,0,4777
275.01,90,13,0,4810
275.01,90,13,0,4810
276.07,90,14,0,5310
276.06,90,15,0,5678
275.85,90,16,0,6334
275.78,90,17,0,5914
275.83,90,18,0,4179
276.06,90,19,0,3076
276.44,75,20,0,2478
277.14,90,21,0,2159
277.33,75,22,0,1399
277.41,75,23,0,1006
277.83,40,0,0,516
278.49,75,1,0,346
279.15,90,2,0,253
279.82,75,3,0,347
280.51,90,4,0,802
281.03,90,5,0,2638
282.45,90,7,0,7051
283.32,90,8,0,6112
283.74,90,9,0,5388
283.74,90,9,0,5388
284.35,90,10,0,4489
284.35,90,10,0,4489
284.95,90,11,0,4731
284.95,90,11,0,4731
284.95,90,11,0,4731
285.11,90,12,0,4816
285.0,75,13,0,4918
284.74,75,14,0,5292
284.6,75,15,0,5657
283.7,40,16,0,6647
281.44,20,17,0,6434
280.78,1,18,0,4551
279.48,1,19,0,3186
279.19,1,20,0,2773
278.97,1,21,0,2360
279.14,1,22,0,1811
278.98,1,23,0,2544
278.44,1,1,0,381
277.08,1,2,0,264
276.05,1,3,0,341
274.88,1,4,0,783
273.75,1,5,0,2612
272.42,1,6,0,5900
271.56,20,7,0,5922
270.85,20,8,0,6888
271.19,1,9,0,5345
271.25,1,10,0,4536
272.11,1,11,0,4757
272.82,1,12,0,4961
272.92,1,13,0,4967
272.86,1,14,0,5346
272.51,1,15,0,5867
271.39,1,16,0,6605
270.08,1,17,0,6074
269.27,1,18,0,4557
268.62,1,19,0,3177
267.8,1,20,0,2788
267.34,1,21,0,2416
267.41,1,22,0,1946
267.04,40,23,0,1056
266.24,40,0,0,536
266.08,40,1,0,348
265.62,40,2,0,273
265.22,40,3,0,382
265.26,40,4,0,780
265.26,40,5,0,2627
265.53,75,6,0,5545
265.58,75,7,0,6789
265.98,75,8,0,6298
267.26,75,9,0,5391
269.34,75,10,0,4540
270.72,75,11,0,5001
272.35,75,12,0,5098
273.73,75,13,0,5113
274.13,90,14,0,5522
274.79,90,15,0,5879
274.96,90,16,0,6695
275.13,90,17,0,6587
275.58,90,18,0,4564
275.75,90,19,0,3429
276.37,90,20,0,2983
276.66,90,21,0,3225
276.78,90,22,0,2092
277.52,90,23,0,1204
277.85,90,0,0,629
278.47,90,1,0,419
279.16,90,2,0,322
279.61,90,3,0,375
280.07,90,4,0,743
280.44,90,5,0,2480
280.17,90,6,0,5555
280.17,90,6,0,5555
279.21,90,8,0,6012
278.93,75,9,0,5253
278.85,75,10,0,4832
278.64,40,11,0,5404
278.98,40,12,0,5654
278.49,40,13,0,5727
278.68,40,14,0,5918
278.39,40,15,0,5938
277.54,75,16,0,6082
276.58,75,17,0,5376
275.9,90,18,0,4270
274.77,90,19,0,3231
274.03,90,20,0,2617
272.49,75,21,0,2995
271.3,20,22,0,2652
270.09,40,23,0,1667
269.47,40,0,1,1072
269.28,20,1,1,674
269.11,75,2,1,526
268.89,40,3,1,356
268.65,40,4,1,418
268.32,75,5,1,713
267.92,75,6,1,1192
268.12,75,7,1,1881
267.58,40,8,1,2687
269.74,90,9,1,3421
270.85,90,10,1,3724
271.65,90,11,1,4465
272.08,90,12,1,5009
272.3,90,13,1,5163
272.02,90,14,1,4621
271.51,90,15,1,4807
271.51,90,15,1,4807
271.39,90,16,1,4983
271.39,90,16,1,4983
271.11,90,17,1,5327
271.11,90,17,1,5327
271.1,100,19,1,3137
271.1,100,20,1,2678
271.1,100,21,1,2911
271.1,100,22,1,2716
271.1,100,23,1,1860
269.93,93,1,1,774
269.93,93,2,1,540
269.93,93,3,1,321
269.93,93,4,1,291
269.93,93,5,1,458
269.93,93,6,1,759
269.71,0,7,1,938
269.71,0,8,1,1438
269.71,0,9,1,1916
269.71,0,10,1,2483
269.71,0,11,1,2299
269.71,0,12,1,1824
273.62,54,13,1,1686
273.62,54,14,1,1715
273.02,90,15,1,1989
272.55,90,16,1,1773
271.98,90,17,1,1607
271.87,75,18,1,1338
271.92,90,19,1,1261
272.14,90,20,1,1031
272.12,90,21,1,944
272.35,90,22,1,982
272.93,90,23,1,641
272.82,90,0,0,357
272.24,90,1,0,268
272.24,90,1,0,268
272.24,90,1,0,268
272.01,90,2,0,216
272.01,90,2,0,216
272.01,90,2,0,216
272.01,90,3,0,339
272.01,90,3,0,339
272.01,90,3,0,339
271.95,90,4,0,794
271.95,90,4,0,794
271.95,90,4,0,794
272.07,90,5,0,2139
272.07,90,5,0,2139
272.18,90,6,0,3902
272.18,90,6,0,3902
272.35,90,7,0,4433
272.35,90,7,0,4433
272.35,90,8,0,4265
272.35,90,8,0,4265
272.35,90,8,0,4265
272.35,90,8,0,4265
272.35,90,9,0,4057
272.35,90,9,0,4057
272.35,90,9,0,4057
272.35,90,9,0,4057
272.52,90,10,0,3599
272.52,90,10,0,3599
272.52,90,10,0,3599
272.52,90,10,0,3599
272.41,90,11,0,3761
272.41,90,11,0,3761
272.41,90,11,0,3761
272.41,90,12,0,3866
272.41,90,12,0,3866
272.41,90,12,0,3866
272.41,90,13,0,3882
272.41,90,13,0,3882
272.41,90,13,0,3882
272.12,90,14,0,4205
272.12,90,14,0,4205
272.12,90,14,0,4205
272.07,90,15,0,4400
272.07,90,15,0,4400
272.07,90,15,0,4400
271.89,90,16,0,4685
271.89,90,16,0,4685
271.89,90,16,0,4685
271.74,90,17,0,4208
271.74,90,17,0,4208
271.74,90,17,0,4208
271.74,90,17,0,4208
271.4,90,18,0,3516
271.4,90,18,0,3516
270.91,90,19,0,2520
270.91,90,19,0,2520
270.91,90,19,0,2520
270.81,90,20,0,2131
270.81,90,20,0,2131
270.81,90,20,0,2131
269.78,90,21,0,1983
269.78,90,21,0,1983
268.41,90,22,0,1684
268.41,90,22,0,1684
266.76,90,23,0,976
266.76,90,23,0,976
265.17,90,0,0,450
265.17,90,0,0,450
264.04,90,1,0,314
263.58,90,2,0,255
263.07,90,3,0,344
262.31,90,4,0,789
262.31,90,4,0,789
261.68,75,5,0,2531
261.45,75,6,0,4867
261.18,90,7,0,5263
260.75,90,8,0,5325
260.77,90,9,0,5137
260.81,75,10,0,4582
260.85,40,11,0,4202
261.0,20,12,0,4396
261.99,20,13,0,4519
262.23,40,14,0,4890
261.58,40,15,0,5139
260.25,75,16,0,5242
259.04,40,17,0,4913
257.81,40,18,0,4415
257.01,75,19,0,2880
255.94,75,20,0,2425
256.23,90,21,0,2273
256.06,40,22,0,1746
256.73,90,23,0,1007
257.71,90,0,0,571
257.71,90,0,0,571
258.71,90,1,0,349
259.76,90,2,0,245
260.13,90,3,0,357
260.13,90,3,0,357
260.39,90,4,0,833
260.39,90,4,0,833
260.57,90,5,0,2620
260.71,75,6,0,5178
260.64,90,7,0,5771
260.64,90,7,0,5771
260.42,40,8,0,5586
260.42,40,8,0,5586
261.16,40,9,0,5310
262.17,90,10,0,4313
262.9,16,11,0,4583
268.75,89,13,0,4810
268.75,89,14,0,5320
265.93,89,15,0,5497
264.82,89,16,0,6208
263.96,89,17,0,5574
263.59,89,18,0,4371
262.79,89,19,0,3104
261.11,40,20,0,2616
261.3,90,21,0,2425
261.3,90,21,0,2425
259.06,20,22,0,1928
258.94,75,23,0,1081
259.58,20,0,0,590
259.58,20,0,0,590
259.11,90,1,0,371
260.43,75,2,0,268
261.58,75,3,0,356
262.9,90,4,0,876
264.28,90,5,0,2651
265.22,75,6,0,5183
266.42,90,7,0,6385
267.86,90,8,0,6038
269.47,90,9,0,5045
271.36,90,10,0,4531
273.17,75,11,0,5031
274.99,75,12,0,5050
275.95,75,13,0,4989
276.46,75,14,0,5622
276.7,75,15,0,5698
276.12,90,16,0,6132
275.37,90,17,0,5331
274.66,90,18,0,4534
274.9,90,19,0,3275
275.56,90,20,0,2982
275.95,90,21,0,2632
276.06,40,22,0,2074
275.53,20,23,0,1158
275.35,90,0,0,652
275.5,90,1,0,411
275.22,90,2,0,371
274.99,90,3,0,447
274.3,75,4,0,781
273.05,75,5,0,2508
271.71,20,6,0,5412
271.1,20,7,0,6507
269.84,20,8,0,5595
269.47,20,9,0,5113
270.77,75,10,0,4868
271.92,75,11,0,5297
273.04,75,12,0,5480
274.04,40,13,0,5407
274.31,20,14,0,5519
274.16,20,15,0,6002
272.81,20,16,0,6185
271.25,40,17,0,5545
270.27,20,18,0,4555
268.66,40,19,0,3598
268.66,40,19,0,3598
267.93,40,20,0,2868
267.93,40,20,0,2868
267.13,40,21,0,2819
266.93,75,22,0,2890
266.6,90,23,0,1828
265.48,75,0,1,1147
265.41,75,1,1,699
265.29,40,2,1,556
264.73,20,3,1,385
264.56,20,4,1,421
264.88,20,5,1,716
264.25,20,6,1,1104
264.65,75,7,1,1616
265.53,75,8,1,2407
266.5,75,9,1,3169
268.61,75,10,1,3519
268.61,75,10,1,3519
270.29,75,11,1,3938
272.37,75,12,1,4030
272.37,75,12,1,4030
273.72,40,13,1,4235
274.45,40,14,1,4080
274.42,75,15,1,4143
274.08,75,16,1,4347
273.42,90,17,1,4088
273.34,90,19,1,2822
273.81,90,20,1,2420
274.18,90,21,1,2406
274.84,75,22,1,2320
275.85,90,23,1,1621
276.06,90,0,1,1098
276.25,90,1,1,704
276.28,90,2,1,588
275.71,90,3,1,307
275.71,90,3,1,307
275.71,90,3,1,307
275.71,90,3,1,307
275.34,90,4,1,271
275.34,90,4,1,271
275.34,90,4,1,271
275.34,90,4,1,271
275.16,90,5,1,455
275.16,90,5,1,455
275.16,90,5,1,455
274.98,90,6,1,690
274.98,90,6,1,690
274.98,90,6,1,690
274.89,90,7,1,964
274.89,90,7,1,964
274.89,90,7,1,964
274.89,90,7,1,964
274.94,90,8,1,1616
274.94,90,8,1,1616
274.94,90,8,1,1616
274.94,90,8,1,1616
275.03,90,9,1,2300
275.03,90,9,1,2300
275.03,90,9,1,2300
275.03,90,9,1,2300
275.03,90,9,1,2300
275.26,90,10,1,3021
275.26,90,10,1,3021
275.26,90,10,1,3021
275.26,90,10,1,3021
275.49,90,11,1,3473
275.49,90,11,1,3473
275.49,90,11,1,3473
275.49,90,12,1,3552
275.49,90,12,1,3552
275.49,90,12,1,3552
275.34,90,13,1,3657
275.34,90,13,1,3657
275.34,90,13,1,3657
275.44,90,14,1,3547
275.44,90,14,1,3547
275.44,90,14,1,3547
275.44,90,14,1,3547
275.17,90,15,1,3884
275.17,90,15,1,3884
275.17,90,15,1,3884
275.22,90,16,1,4130
275.22,90,16,1,4130
275.22,90,16,1,4130
275.22,90,16,1,4130
274.98,90,17,1,3775
274.98,90,17,1,3775
274.98,90,17,1,3775
274.98,90,17,1,3775
274.85,90,18,1,3076
274.85,90,18,1,3076
274.85,90,18,1,3076
274.85,90,18,1,3076
274.52,90,19,1,2597
274.52,90,19,1,2597
274.52,90,19,1,2597
274.52,90,19,1,2597
274.52,90,19,1,2597
274.33,90,20,1,2186
274.33,90,20,1,2186
274.33,90,20,1,2186
274.09,90,21,1,1945
274.09,90,21,1,1945
274.09,90,21,1,1945
274.09,90,21,1,1945
274.09,90,21,1,1945
273.67,90,22,1,1476
273.67,90,22,1,1476
273.67,90,22,1,1476
273.57,90,23,1,929
273.57,90,23,1,929
273.57,90,23,1,929
273.85,90,0,0,485
273.85,90,0,0,485
273.85,90,0,0,485
273.98,90,1,0,306
273.98,90,1,0,306
274.07,90,2,0,250
274.08,90,3,0,317
274.23,90,4,0,801
273.7,90,5,0,2543
272.89,90,6,0,5665
271.84,90,7,0,6520
271.07,90,8,0,5663
269.74,90,9,0,5053
268.89,90,10,0,4384
268.15,90,11,0,4589
267.68,90,12,0,4814
267.34,90,13,0,4994
266.9,90,14,0,5122
266.39,90,15,0,5694
266.19,90,16,0,6195
266.14,90,17,0,5590
266.5,90,18,0,3996
266.65,90,19,0,2953
266.65,90,20,0,2391
266.69,90,21,0,2018
266.69,90,22,0,1385
266.79,90,23,0,966
266.92,90,0,0,511
266.89,90,1,0,332
266.99,90,2,0,248
266.99,90,3,0,359
266.9,90,4,0,812
266.9,90,5,0,2528
266.7,90,6,0,5814
266.7,90,7,0,6656
266.76,90,8,0,5843
266.94,90,9,0,5303
266.94,90,9,0,5303
267.14,90,10,0,4918
267.46,90,11,0,5198
267.46,90,11,0,5198
267.8,90,12,0,5316
268.08,90,13,0,5433
268.08,90,13,0,5433
268.14,90,14,0,5785
268.14,90,14,0,5785
268.37,90,15,0,6120
268.37,90,15,0,6120
268.32,90,16,0,6493
268.32,90,16,0,6493
268.17,90,17,0,5915
268.17,90,17,0,5915
268.22,90,18,0,4570
268.22,90,18,0,4570
268.36,90,19,0,3467
268.36,90,19,0,3467
268.26,90,20,0,2855
268.26,90,21,0,2549
268.26,90,21,0,2549
268.26,90,22,0,2137
268.26,90,22,0,2137
268.36,90,23,0,1295
268.36,90,23,0,1295
268.39,90,0,0,534
268.39,90,0,0,534
268.3,90,1,0,348
268.3,90,1,0,348
268.35,90,2,0,278
268.35,90,2,0,278
